key,en_value,usage_count,de_value,fr_value,nl_value
invalidate.yes,"Yes, cancel it",1,"Ja, bitte abbrechen","Oui, annuler","Ja, annuleer"
invalidationRequest.approveButton,Approve,1,Genehmigen,Approuver,Goedkeuren
invalidationRequest.approveOption,Approve invalidation,1,Ungültigkeitserklärung genehmigen,Approuver l'invalidation,Goedkeuren annulatieverzoek
invalidationRequest.at,at,2,um,A,om
invalidationRequest.cancelButton,Cancel,0,Abbrechen,Annuler,Annuleer
invalidationRequest.customsOfficeName,Customs office name,0,Name der Zollstelle,Nom du bureau de douanes,Naam douanekantoor
invalidationRequest.exportOption,Export,0,Ausfuhr,Export,Export
invalidationRequest.heading,Invalidation Requests,1,Anträge auf Ungültigerklärung,Demandes d'invalidation,Invalidatie verzoeken
invalidationRequest.invalidation_request,INVALIDATION REQUEST,1,ANTRAG AUF UNGÜLTIGKEITSERKLÄRUNG,DEMANDE D'INVALIDATION,INVALIDERINGSVERZOEK
invalidationRequest.listHeader.accessor,Assessor / Customs office,1,Bewerter/Zollstelle,Evaluateur / Bureau de douanes,Evaluator / Douanekantoor
invalidationRequest.listHeader.action,Action,2,Aktion,Action,Actie
invalidationRequest.listHeader.approvedOn,Approved on,1,Genehmigt am,Approuvé le,Goedgekeurd op
invalidationRequest.listHeader.country,Country of destination,1,Bestimmungsland,Pays de destination,Land van bestemming
invalidationRequest.listHeader.declarant,Declarant,0,Anmelder,Déclarant,Aangever
invalidationRequest.listHeader.declarationType,Declaration type,3,Art der Anmeldung,Type de déclaration,Type aangifte
invalidationRequest.listHeader.holderName,Holder of transit procedure,1,Inhaber des Versandverfahrens,Titulaire du régime du transit,Houder van de regeling douanevervoer
invalidationRequest.listHeader.holderOfTransitProcedure,Holder of transit procedure,2,Inhaber des Versandverfahrens,Titulaire du régime du transit,Houder van de regeling douanevervoer
invalidationRequest.listHeader.invalidationReason,Invalidation reason,3,Grund der Ungültigerklärung,Raison de l'invalidation,Reden annulatie
invalidationRequest.listHeader.lrn,LRN,1,LRN,LRN,LRN
invalidationRequest.listHeader.mrn,MRN,3,MRN,MRN,MRN
invalidationRequest.listHeader.notes,Notes,1,Anmerkungen,Notes,Opmerkingen
invalidationRequest.listHeader.refusedOn,Refused on,1,Abgelehnt am,Refusé le,Geweigerd op
invalidationRequest.listHeader.representative,Representative,0,Vertreter,Représentant,Vertegenwoordiger
invalidationRequest.listHeader.requestedOn,Requested on,3,Beantragt am,Demandé le,Aangevraagd op
invalidationRequest.listHeader.status,Status,2,Status,Statut,Status
invalidationRequest.noInvalidation,No invalidation requests.,1,Keine Anträge auf Ungültigkeitserklärung,Pas de demande d'invalidation.,Geen annulatieverzoeken.
invalidationRequest.notes,Notes,0,Anmerkungen,Notes,Opmerkingen
invalidationRequest.refuseButton,Refuse,1,Ablehnen,Refuser,Weiger
invalidationRequest.refuseOption,Refuse invalidation,1,Ungültigkeitserklärung ablehnen,Refuser l'invalidation,Weiger annulatieverzoek
invalidationRequest.required,Please enter a value,0,Bitte geben Sie einen Wert ein,Veuillez introduire une valeur,Vult u alstublieft een geldige waarde in
invalidationRequest.status.APPROVED,Approved,0,Genehmigt,Approuvé,Goedgekeurd
invalidationRequest.status.PENDING,Pending,0,Ausstehend,En attente,In afwachting
invalidationRequest.status.REFUSED,Refused,0,Abgelehnt,Refusé,Geweigerd
invalidationRequest.viewOption,View,1,Einsehen,Voir,Bekijken
language.de,Deutsch,0,Deutsch,Deutsch,Deutsch
language.en,English,0,English,English,English
language.fr,Français,0,Français,Français,Français
language.nl,Nederlands,0,Nederlands,Nederlands,Nederlands
layout.account.label,My account,0,Mein Konto,Mon compte,Mijn account
layout.application.label.full,NEW COMPUTERISED TRANSIT SYSTEM,1,NEW COMPUTERISED TRANSIT SYSTEM,NEW COMPUTERISED TRANSIT SYSTEM,NEW COMPUTERISED TRANSIT SYSTEM
layout.application.label.short,NCTS,1,NCTS,NCTS,NCTS
layout.copyright,Copyright Federal Public Service Finance,2,Copyright Federal Public Service Finance,Copyright Federal Public Service Finance,Copyright Federal Public Service Finance
layout.footer.contact,Contact,2,Kontakt,Contact,Contact
layout.footer.faq,FAQ,2,FAQ,FAQ,FAQ
layout.footer.followus,Follow Us,1,Folgen Sie uns,Nous suivre,Volg ons
layout.footer.home,Home,2,Startseite,Accueil,Start
layout.footer.serviceof,Service of ...,2,Service of ...,Service de …,Service van ...
layout.links.accessibility.label,Accessibility,2,Accessibility,Accessibility,Accessibility
layout.links.accessibility.url,https://finance.belgium.be/en/accessibility,1,https://finanzen.belgium.be/de/Zugänglichkeit,https://finances.belgium.be/fr/accessibilite,https://financien.belgium.be/nl/toegankelijkheidsverklaring
layout.links.disclaimer.label,Disclaimer,2,Haftungsausschluss,Mentions légales,Disclaimer
layout.links.disclaimer.url,https://finance.belgium.be/en/site/disclaimer,1,https://finanzen.belgium.be/de/site/Haftungsausschluss,https://finances.belgium.be/fr/site/disclaimer,https://financien.belgium.be/nl/site/disclaimer
layout.links.privacy.label,Confidentiality declaration,2,Confidentiality declaration,Confidentiality declaration,Confidentiality declaration
layout.links.privacy.url,https://www.belgium.be/en/personal_data,1,https://www.belgium.be/de/personenbezogene_daten,https://www.belgium.be/fr/declaration_de_confidentialite,https://www.belgium.be/nl/persoonsgegevens
layout.logo,assets/img/logo_customs_excise_en.png,3,assets/img/logo_customs_excise_de.png,assets/img/logo_customs_excise_fr.png,assets/img/logo_customs_excise_nl.png
layout.logout.ejected1,You will be disconnected in ,0,You will be disconnected in ,You will be disconnected in ,You will be disconnected in 
layout.logout.ejected2, seconds,0, seconds, seconds, seconds
layout.logout.label, Sign Out,1, Sign Out, Sign Out, Sign Out
layout.logout.modal,Do you want to disconnect from the app?,0,Do you want to disconnect from the app?,Do you want to disconnect from the app?,Do you want to disconnect from the app?
layout.officeFilter.advancedSearchDep,Customs office of departure,1,Abgangszollstelle,Bureau de douane de départ,Douanekantoor van vertrek
layout.officeFilter.advancedSearchDes,Customs office of destination,1,Bestimmungszollstelle,Bureau de douane de destination,Douanekantoor van bestemming
layout.officeFilter.advancedSearchInc,Customs office of incident,1,Zollamt des Vorfalls,Bureau de douane de l'incident,Douanekantoor van incident
layout.officeFilter.advancedSearchTra,Customs office of transit,1,Durchgangszollstelle,Bureau de douane de passage,Douanekantoor van doorgang
layout.officeFilter.allOffices,All offices,0,Alle Zollstellen,Tous les bureaux,Alle kantoren
layout.officeFilter.myOffices,My offices,0,Meine Zollstellen,Mes bureaux,Mijn kantoren
layout.officeFilter.searchBar,Search,1,Suche,Recherche,Zoeken
layout.officeFilter.specificOffice,{{count}} Selected office,0,{{count}} ausgewählte Zollstelle,{{count}} Bureau sélectionné,{{count}} geselecteerd kantoor
layout.officeFilter.specificOffices,{{count}} Selected offices,0,{{count}} ausgewählte Zollstellen,{{count}} Bureaux sélectionnés,{{count}} geselecteerde kantoren
layout.page.longRange,{{startIndexMore1}} - {{endIndex}} of {{length}},1,{{startIndexMore1}} - {{endIndex}} von {{length}},{{startIndexMore1}} - {{endIndex}} par {{length}},{{startIndexMore1}} - {{endIndex}} van {{length}}
layout.page.next,Next page,1,Nächste seite,Page suivante,Volgende pagina
layout.page.previous,Previous page,1,Vorherige seite,Page précédente,Vorige pagina
layout.page.size,Items per page,1,Positionen pro Seite,Articles par page,Items per pagina
layout.search,Search,0,Suchen,Search,Search
layout.title,Angular Minfin,0,Angular Minfin,Angular Minfin,Angular Minfin
login.password,Password,0,Password,Password,Password
login.text,Login,0,Login,Login,Login
login.username,User Name,0,User Name,User Name,User Name
manualDecisionForRecovery.caption,Please confirm that you want to manually start the recovery procedure.,1,"Bitte bestätigen Sie, dass Sie den Wiederherstellungsvorgang manuell starten möchten.",Veuillez confirmer que vous souhaitez démarrer manuellement la procédure de récupération.,Bevestig dat u de herstelprocedure handmatig wilt starten.
manualDecisionForRecovery.title,Manual Decision for Recovery,1,Manuelle Entscheidung zur Wiederherstellung,Décision manuelle pour la récupération,Handmatige beslissing voor herstel
manualStartRecovery.cancel,Cancel,2,Abbrechen,Annuler,Annuleren
manualStartRecovery.confirm,Confirm,2,Bestätigen,Confirmer,Bevestigen
manualStartRecovery.extraInfo,Extra infos,1,Zusätzliche Informationen,Informations supplémentaires,Extra informatie
manualStartRecovery.subTitle,Please confirm you want to start manually the recovery,1,"Bitte bestätigen Sie, dass Sie die Wiederherstellung manuell starten möchten",Veuillez confirmer que vous souhaitez démarrer la récupération manuellement,Bevestig alstublieft dat u het herstel handmatig wilt starten
manualStartRecovery.title,Manually start recovery,1,Wiederherstellung manuell starten,Démarrer la récupération manuellement,Herstel handmatig starten
matStepper.heading.item,ITEM,1,WARENPOSITION,ARTICLE,ARTIKEL
matStepper.label.consignment,Consignment Information,34,Informationen zur Sendung,Informations de l'Envoi,Zendingsinformatie
matStepper.label.consignmentGeneralInformation,Consignment Information - General Information,5,Informationen zur Sendung Allgemein,Informations de l'Envoi Générales,Zendingsinformatie Algemeen
matStepper.label.consignmentItemWithNbr,Consignment Item :goodsItemNbr,8,Artikel :goodsItemNbr,Article :goodsItemNbr,Artikel :goodsItemNbr
matStepper.label.consignmentItems,Consignment Item(s),8,Artikel(en),Article(s),Artikel(en)
matStepper.label.consignmentParties,Consignment Information - Parties,5,Informationen zur Sendung Parteien,Informations de l'Envoi Parties,Zendingsinformatie Partijen
matStepper.label.controlResult,Control Result,6,Kontrollergebnis,Résultat du Contrôle,Controleresultaat
matStepper.label.declarationInformation,Declaration Information,1,Informationen zur Anmeldung,Informations sur la Déclaration,Informatie over de aangifte
matStepper.label.finishDiscrepancies,Finish Discrepancies,36,Erfassung von Unterschieden beenden,Terminer l’enregistrement des divergences,Beiendig registratie van verschillen
matStepper.label.generalInformation,General Information,16,Allgemeine Informationen,Informations Générales,Algemene Informatie
matStepper.label.houseConsignment,House Consignment,34,Einzelsendung,House Envoi,Huiszending
matStepper.label.houseConsignmentGeneralInformationWithNbr,House Consignment :houseConsignmentNbr - General Information,4,Einzelsendung :houseConsignmentNbr - Allgemeine Informationen,House Envoi :houseConsignmentNbr - Informations Générales,Huiszending :houseConsignmentNbr - Algemene Informatie
matStepper.label.houseConsignmentPartiesWithNbr,House Consignment :houseConsignmentNbr - Parties,4,Einzelsendung :houseConsignmentNbr - Parteien,House Envoi :houseConsignmentNbr - Parties,Huiszending :houseConsignmentNbr - Partijen
matStepper.label.houseConsignmentWithNbr,House Consignment :houseConsignmentNbr,12,Einzelsendung :houseConsignmentNbr,House Envoi :houseConsignmentNbr,Huiszending :houseConsignmentNbr
matStepper.label.houseConsignments,House Consignment(s),12,Einzelsendung(en),House Envoi(s),Huiszending(en)
matStepper.label.item,Item,1,Warenposition,Article,Artikel
matStepper.label.masterConsignment,Master consignment,0,Sammelsendung,Master consignment,Masterzending
matStepper.label.parties,Parties,16,Parteien,Parties,Partijen
matStepper.label.registerIncidentNotification,Register incident notification,1,Vorfallbenachrichtigung registrieren,Enregistrer une notification d'incident,Registreer incidentmelding
matStepper.label.transitGeneralInformation,Transit Information - General Information,5,Versandverfahren Allgemein,Informations Transit Générales,Transitinformatie Algemeen
matStepper.label.transitInformation,Transit Information,6,Versandverfahren,Informations Transit,Transitinformatie
matStepper.label.transitParties,Transit Information - Parties,5,Versandverfahren Parteien,Informations Transit Parties,Transitinformatie Partijen
matStepper.label.unloadingRemarks,Unloading Remarks,3,Entladehinweis,Remarques de déchargement,Opmerking bij het lossen
menu.advanceSearch,ADVANCED SEARCH,0,ERWEITERTE SUCHE,RECHERCHE,GEAVANCEERD ZOEKEN
menu.components,Components,0,Komponenten,Composants,Componenten
menu.control-results,CONTROL RESULTS,0,CONTROL RESULTS,CONTROL RESULTS,CONTROL RESULTS
menu.cumada,CUMADA,0,CUMADA,CUMADA,CUMADA
menu.drafts,SAVED DRAFTS,1,ENTWURF,BROUILLON,CONCEPT
menu.enquiry-requests,VIEW ENQUIRIES,0,ANFRAGEN ANZEIGEN,VOIR LES DEMANDES,Bekijk Vragen
menu.guarantees-under-registration,GUARANTEES UNDER REGISTRATION,0,REGISTRIERUNG DER SICHERHEITSLEISTUNG LÄUFT,GARANTIE EN COURS D'ENREGISTREMENT,ZEKERHEID AANSCHRIJVEN
menu.handle-control-decision,HANDLE CONTROL DECISION,2,HANDLE CONTROL DECISION,HANDLE CONTROL DECISION,HANDLE CONTROL DECISION
menu.handle-control-result,HANDLE CONTROL RESULT,2,HANDLE CONTROL RESULT,HANDLE CONTROL RESULT,HANDLE CONTROL RESULT
menu.home,HOME,0,Startseite,ACCUEIL,START
menu.invalidation-requests,INVALIDATION REQUESTS,0,ANTRÄGE AUF UNGÜLTIGERKLÄRUNG,DEMANDES D'INVALIDATION,INVALIDATIE VERZOEKEN
menu.movement-under-resolution,MOVEMENT UNDER RESOLUTION,0,MOVEMENT UNDER RESOLUTION,MOVEMENT UNDER RESOLUTION,MOVEMENT UNDER RESOLUTION
menu.movementQuery,Movement Query,0,Movement Query,Movement Query,Movement Query
menu.newDeclaration,NEW DECLARATION,1,NEUE ANMELDUNG,NOUVELLE DÉCLARATION,NIEUWE AANGIFTE
menu.officeRole.lrn,LRN,0,LRN,LRN,LRN
menu.officeRole.mrn,MRN,0,MRN,MRN,MRN
menu.officeRole.offices.officeOfDeparture,OFFICE OF DEPARTURE,0,ABGANGSZOLLSTELLE,BUREAU DE DOUANE DE DEPART,DOUANEKANTOOR VAN VERTREK
menu.officeRole.offices.officeOfDestination,OFFICE OF DESTINATION,0,ABGANGSZOLLSTELLE,BUREAU DE DOUANE DE DESTINATION,DOUANEKANTOOR VAN BESTEMMING
menu.option1,OPTION 1,0,OPTION 1,OPTION 1,OPTION 1
menu.option2,OPTION 2,0,OPTION 2,OPTION 2,OPTION 2
menu.queryGuarantees,QUERY GUARANTEES,0,QUERY GUARANTEES,QUERY GUARANTEES,QUERY GUARANTEES
menu.recovery-request,RECOVERY REQUEST,0,RECOVERY REQUEST,RECOVERY REQUEST,RECOVERY REQUEST
menu.recovery-requests,VIEW RECOVERIES,0,WIEDERHERSTELLUNGEN ANZEIGEN,VOIR LES RÉCUPÉRATIONS,BEKIJK HERSTEL
menu.registerArrivalNotification,REGISTER ARRIVAL NOTIFICATION,1,REGISTER ARRIVAL NOTIFICATION,REGISTER ARRIVAL NOTIFICATION,REGISTER ARRIVAL NOTIFICATION
menu.registerMovCrossFrontier,REGISTER MOVEMENT CROSSING FRONTIER,0,REGISTER MOVEMENT CROSSING FRONTIER,REGISTER MOVEMENT CROSSING FRONTIER,REGISTER MOVEMENT CROSSING FRONTIER
menu.release-requests,RELEASE REQUESTS,0,ANTRÄGE AUF ÜBERLASSUNG,DEMANDES DE LIBÉRATION,VRIJGAVE VERZOEKEN
menu.request-on-non-arrived-movement,REQUEST ON NON-ARRIVED MOVEMENT,0,REQUEST ON NON-ARRIVED MOVEMENT,REQUEST ON NON-ARRIVED MOVEMENT,REQUEST ON NON-ARRIVED MOVEMENT
menu.requests,REQUESTS,0,ANTRÄGE,DEMANDES,VERZOEKEN
menu.savedDrafts,Saved drafts,0,Gespeicherte Entwürfe,Brouillons sauvegardés,Opgeslagen concepten
menu.search,SEARCH,0,SUCHE,RECHERCHE,ZOEKEN
menu.searchFor,Search for MRN,0,Suchen nach MRN,Rechercher un MRN,Zoek naar MRN
menu.states,STATES,0,STATES,STATES,STATES
menu.templates,TEMPLATES,1,VORLAGEN,TEMPLATES,TEMPLATES
meta.environment.acceptance,Acceptance,0,Acceptance,Acceptance,Acceptance
meta.environment.performance,Performance,0,Performance,Performance,Performance
meta.environment.test,Test,0,Test,Test,Test
movementQuery.customsOfficeOfRequest,Customs office of request,1,Customs office of request,Customs office of request,Customs office of request
movementQuery.label,Send Movement Query (IE027),2,Send Movement Query (IE027),Send Movement Query (IE027),Send Movement Query (IE027)
movementUnderResolutionOverview.action,Action,1,Action,Action,Action
movementUnderResolutionOverview.declarationStatus,Declaration status,1,Declaration status,Declaration status,Declaration status
movementUnderResolutionOverview.discrepancyResolution,Discrepancy resolution,1,Discrepancy resolution,Discrepancy resolution,Discrepancy resolution
movementUnderResolutionOverview.heading,Movement under resolution,1,Movement under resolution,Movement under resolution,Movement under resolution
movementUnderResolutionOverview.mrn,MRN,1,MRN,MRN,MRN
movementUnderResolutionOverview.noMovementUnderResolution,No movements under resolution found.,1,No movements under resolution found.,No movements under resolution found.,No movements under resolution found.
movementUnderResolutionOverview.selectValue,Please select a value,1,Please select a value,Please select a value,Please select a value
movementUnderResolutionOverview.startDateAndTime,Start date and time,1,Start date and time,Start date and time,Start date and time
movementUnderResolutionOverview.submit,Submit,1,Submit,Submit,Submit
movementUnderResolutionOverview.timer,Timer,3,Timer,Timer,Timer
movementUnderResolutionOverview.timerExpired,Timer expired,2,Timer expired,Timer expired,Timer verlopen
movementUnderResolutionOverview.timerExpiredFilter,Timer expired,2,Timer expired,Timer expired,Timer expired
movementUnderResolutionOverview.timerNotExpired,Timer not expired,0,Timer not expired,Timer not expired,Timer niet verlopen
navDrawer.menu.cancel,Cancel,2,Cancel,Annuler,Annuleer
navDrawer.menu.cancelEnquiry,Cancel Open Enquiry (IE059),1,Cancel Open Enquiry (IE059),Cancel Open Enquiry (IE059),Cancel Open Enquiry (IE059)
navDrawer.menu.followLetter,Follow letter,0,Follow letter,Follow letter,Follow letter
navDrawer.menu.generateFollowLetter,Generate Follow Letter,2,Generate Follow Letter,Generate Follow Letter,Generate Follow Letter
navDrawer.menu.generateTAD,Generate T(S)AD,4,Generate T(S)AD,Generate T(S)AD,Generate T(S)AD
navDrawer.menu.generateTADOfficeCopy,Generate T(S)AD (office copy),2,Generate T(S)AD (office copy),Generate T(S)AD (office copy),Generate T(S)AD (office copy)
navDrawer.menu.manageGuarantees,Manage Guarantees,1,Sicherheitsleistungen verwaltengit fet,Gérer les garanties,Beheer borgstellingen
navDrawer.menu.manageReqForInv,Manage Invalidation request (IE009),1,Antrag auf Ungültigkeitserklärung verwalten (IE009),Gérer une demande d'invalidation (IE009),Beheer annulatie verzoek (IE009)
navDrawer.menu.recommendRecovery,Manual Decision for Recovery,1,Manuelle Entscheidung zur Wiederherstellung,Décision manuelle pour la récupération,Handmatige beslissing voor herstel
navDrawer.menu.registerArrivalNotificationIE002,Register Arrival Notification (IE002),0,Ankunftsmeldung registrieren (IE002),Enregistrer la notification d'arrivée (IE002),Registreren aankomstmelding (IE002)
navDrawer.menu.registerArrivalNotificationIE007,Register Arrival Notification (IE007),1,Ankunftsmeldung registrieren (IE007),Enregistrer la notification d'arrivée (IE007),Registreren aankomstmelding (IE007)
navDrawer.menu.releaseMovement,Release a Movement,0,Eine Sendung überlassen,Libérer un mouvement,Vrijgeven 
navDrawer.menu.reqForAmend,Request for Amendment,0,Änderungsantrag,Demande de modification,Wijzigingsverzoek
navDrawer.menu.reqForInv,Request for Invalidation (IE014),2,Antrag auf Ungültigkeitserklärung (IE014),Demande d'invalidation (IE014),Invalideringsverzoek (IE014)
navDrawer.menu.reqForInvbyCO,Invalidate Declaration (IE009),1,Ungültig erklären (IE009),Invalider une Declaration (IE009),Invalideer aangifte (IE009)
navDrawer.menu.requestEnquiry,Request Enquiry (IE142),1,Request Enquiry (IE142),Request Enquiry (IE142),Request Enquiry (IE142)
navDrawer.menu.requestOnNonArrivedMovement,Send Request on Non-Arrived Movement (IE140),1,Send Request on Non-Arrived Movement (IE140),Send Request on Non-Arrived Movement (IE140),Send Request on Non-Arrived Movement (IE140)
navDrawer.menu.sendEnquiryInformation,Send Enquiry Information (IE144),2,Send Enquiry Information (IE144),Send Enquiry Information (IE144),Send Enquiry Information (IE144)
navDrawer.menu.sendEnquiryInformationRequest,Request Enquiry Information (IE145),1,Request Enquiry Information (IE145),Request Enquiry Information (IE145),Request Enquiry Information (IE145)
navDrawer.menu.sendEnquiryResponse,Send Enquiry Response (IE143),1,Send Enquiry Response (IE143),Send Enquiry Response (IE143),Send Enquiry Response (IE143)
navDrawer.menu.sendGuaranteeCheck,Send Guarantee Check (IE200),1,Sicherheitsüberprüfung senden (IE200),Envoyer une vérification de la marchandise (IE200),Stuur zekerheid nakijken (IE200)
navDrawer.menu.sendStatusReq,Send Status Request (IE094),1,Status des Antrags (IE094),Statut de la demande (IE094),Verzoekstatus (IE094)
navDrawer.menu.startEnquiryEarly,Start Enquiry Early,1,Start Enquiry Early,Start Enquiry Early,Start Enquiry Early
navDrawer.menu.status,status,1,Statut,Statut,Status
navDrawer.step.enquiryAndRecovery,ENQUIRY & RECOVERY,2,ENQUIRY & RECOVERY,ENQUIRY & RECOVERY,ENQUIRY & RECOVERY
navDrawer.step.history,HISTORY,1,Verlauf,Historique,Historiek
navDrawer.step.incidents,INCIDENTS,2,VORFÄLLE,INCIDENTS,INCIDENTEN
navDrawer.step.riskAndControlInfo,RISK AND CONTROL INFORMATION,2,Risiko- und Kontroll-Informationen,Information sur le risque et contrôle,Risico en controle informatie
optionalSection.maxCountReached,Maximum of {{maxCount}} items reached,1,Maximale Anzahl von {{maxCount}} Elementen erreicht,Nombre maximal d'éléments atteint ({{maxCount}}),Maximum aantal items bereikt: {{maxCount}}
optionalSection.maxReachedCannotUndo,Maximum number of items reached. Undoing a delete would re-add the item.,2,Maximale Anzahl von Elementen erreicht. Das Rückgängigmachen eines Löschvorgangs würde das Element wieder hinzufügen.,Nombre maximal d'éléments atteint. Annuler une suppression rajouterait l'élément.,Maximum aantal items bereikt. Het ongedaan maken van een verwijdering zou het item opnieuw toevoegen.
optionalSection.revertToOriginal,Revert to originally declared value,2,Auf ursprünglichen Wert zurücksetzen,Rétablir la valeur déclarée initialement,Terugkeren naar aangegeven waarde
pageNotFound.header,Page not found,3,Seite nicht gefunden,Page non trouvée,Pagina niet gevonden
pageNotFound.section,The page you are looking for does not exist or has been moved.,1,"Die Seite, die Sie suchen, existiert nicht oder ist nicht verfügbar.",La page que vous recherchez n'existe pas ou a été déplacée.,"De pagina die u zoekt, is niet gevonden."
party.errors.isWrongSelection,Please select a valid value,0,Please select a valid value,Veuillez sélectionner une valeur valable,Selecteert u alstublieft een geldige waarde
party.errors.required,Please enter a value,0,Bitte geben Sie einen Wert ein.,Veuillez introduire une valeur,Vult u alstublieft een geldige waarde in
party.errors.selectRequired,Please select a value,0,Bitte wählen Sie einen Wert.,Veuillez sélectionner une valeur,Selecteert u alstublieft een waarde
party.hints.hintWithLength,Maximum {{ noOfChars }} characters,2,Maximal  {{noOfChars}} Zeichen,{{noOfChars}} caractères maximum,Maximum {{noOfChars}} karakters
party.hints.hintWithPhoneNumber,Area code followed by phone number,0,Vorwahl gefolgt von der Telefonnummer,Code régional suivi du numéro de téléphone,Zone nummer gevolgd door telefoonnummer
party.lables.additionalIdentifierField,+ Additional identifier (optional),0,+ Zusätzliche Kennung,+ Identifiant supplémentaire,+ Aanvullende identificator
party.lables.city,City,5,Stadt,Ville,Stad
party.lables.contactPerson,Contact person,0,Ansprechpartner,Personne de contact,Contactpersoon
party.lables.country,Country,3,Land,Country,Land
party.lables.emailAddress,Email address,3,E-Mail- Adresse,Adresse électronique,E-mailadres
party.lables.eoriOrIdentificationNumber,EORI or identification number,4,EORI oder Identifikationsnummer,EORI ou Numéro d’identification,EORI of identificatienummer
party.lables.holderOfTransitProcedure,Holder of transit procedure,3,Inhaber des Versandverfahrens,Titulaire du régime du transit,Houder van de regeling douanevervoer
party.lables.name,Name,8,Name,Nom,Naam
party.lables.nameContactPerson,Name contact person,3,Ansprechpartner,Personne de contact,Naam contactpersoon
party.lables.partiesSub,Select the actors that are involved and enter their information,0,Wählen Sie die beteiligten Wirtschaftsbeteiligten aus und geben Sie die entsprechenden Daten ein.,Veuillez sélectionner les acteurs qui sont impliqués et entrer les informations requises,Selecteer de betrokken actoren en voer hun informatie in.
party.lables.phoneNumber,Phone number,3,Telefonnummer,Téléphone,Telefoonnummer
party.lables.postcode,Postcode,5,Postleitzahl,Code postal,Postcode
party.lables.readOnly,Read only,4,Schreibgeschützt,Lecture seule,Alleen lezen
party.lables.representative,Representative,4,Vertreter,Représentant,Vertegenwoordiger
party.lables.representativeDescription,Only required if holder of transit procedure is represented by a representative,2,"Nur erforderlich, wenn der Inhaber des Versandverfahrens durch einen Vertreter vertreten wird",Seulement requis si le titulaire du régime de transit est représenté par un mandataire,Enkel verplicht indien de houder van de transit procedure vertegenwoordigd is door een vertegenwoordiger
party.lables.rootLabelParties,Step 1: Parties,0,Schritt 1: Beteiligte,Etape 1: Parties,Stap 1: Partijen
party.lables.status,Status,2,Status,Statut,Status
party.lables.streetAndNumber,Street and number,5,Straße und Hausnummer,Rue et numéro,Straat en nummer
party.lables.tirHolderIdentificationNumber,TIR holder identification number,3,Identifikationsnummer des Carnet-TIR-Inhabers,Numéro d’identification du titulaire du carnet TIR,Identificatienummer houder TIR- carnet
recoveryAcceptanceNotification.acceptance,Accept the Recovery,1,Die Wiederherstellung akzeptieren,Accepter la récupération,Accepteer het herstel
recoveryAcceptanceNotification.recoveryAcceptanceNotification,Submit Recovery Acceptance Notification,1,Einreichung der Benachrichtigung zur Wiederherstellungsannahme,Soumettre la notification d'acceptation de recouvrement,Indienen van de kennisgeving van herstelacceptatie
recoveryAcceptanceNotification.submit,Submit (IE151),1,Einreichen (IE151),Soumettre (IE151),Indienen (IE151)
recoveryRequest.agentInCountryOfCompetentAuthority,Agent in country of competent authority,1,Agent in country of competent authority,Agent in country of competent authority,Agent in country of competent authority
recoveryRequest.contactDetailsInCountryOfCompetentAuthority,Contact details in country of competent authority,1,Contact details in country of competent authority,Contact details in country of competent authority,Contact details in country of competent authority
recoveryRequest.contactPerson,Contact person,14,Contact person,Personne de contact,Contact person
recoveryRequest.contactPersonEmail,Email address,1,Email address,Email address,Email address
recoveryRequest.contactPersonName,Name,1,Name,Name,Name
recoveryRequest.contactPersonPhone,Phone number,1,Phone number,Phone number,Phone number
recoveryRequest.heading,Recovery Request,1,Recovery Request,Recovery Request,Recovery Request
recoveryRequest.recovery,Recovery,4,Recovery,Recovery,Recovery
recoveryRequest.recoveryCommunicationDate,Recovery Communication date,1,Recovery Communication date,Recovery Communication date,Recovery Communication date
recoveryRequest.recoveryText,Text,2,Text,Text,Text
recoveryRequest.requestRecovery,Request Recovery (IE150),2,Request Recovery (IE150),Demande de recouvrement (IE150),Request Recovery (IE150)
recoveryRequest.requestedOffice,Requested office,2,Requested office,Bureau demandé,Requested office
recoveryRequest.requestingOffice,Requesting office,2,Requesting office,Bureau demandeur,Requesting office
recoveryRequest.submit,Submit (IE150),1,Submit (IE150),Soumettre (IE150),Indienen (IE150)
recoveryRequests.containerIdentificationNumber,Container identification number,1,Container-Identifikationsnummer,Numéro d'identification du conteneur,Container-identificatienummer
recoveryRequests.declarationAcceptanceDate,Declaration acceptance date,1,Datum der Annahme der Anmeldung,Date d'acceptation de la déclaration,Datum acceptatie verklaring
recoveryRequests.heading,View Recoveries,2,Rückforderungen anzeigen,Voir les recouvrements,Recoveries bekijken
recoveryRequests.holderIdentificationNumber,Holder identification number,2,Inhaber-Identifikationsnummer,Numéro d'identification du titulaire,Houder-identificatienummer
recoveryRequests.messages,Messages,1,Nachrichten,Messages,Berichten
recoveryRequests.mrn,MRN,3,MRN,MRN,MRN
recoveryRequests.officeOfDeparture,Office of departure,2,Abgangszollstelle,Bureau de départ,Kantoor van vertrek
recoveryRequests.officeOfDestination,Office of destination,2,Bestimmungszollstelle,Bureau de destination,Kantoor van bestemming
recoveryRequests.recoveryStatus,Recovery status,3,Rückforderungsstatus,État du recouvrement,Herstelstatus
recoveryRequests.recoveryStatusDate,Recovery status date,2,Datum des Rückforderungsstatus,Date de l'état du recouvrement,Datum herstelstatus
recoveryRequests.select.messages.RECEIVED_IE144,Received enquiry information,0,Anfrageinformationen erhalten,Informations de demande reçues,Ontvangen aanvraaginformatie
